Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
14341766,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14343334,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14344361,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14348531,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14348868,00000157,false,Rx,0,7,D5,66,09,C4,00,00,00,00,
14351377,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14351628,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,88,4E,
14351830,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14353176,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14353351,00000435,false,Rx,0,4,FF,FF,1E,00,00,00,00,00,
14354203,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14357722,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14358240,00000157,false,Rx,0,7,D5,B6,09,C4,00,00,00,00,
14361580,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14361649,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,88,4E,
14361922,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14363442,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14363510,00000426,false,Rx,0,8,00,10,02,01,04,16,00,40,
14364468,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14366460,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14369362,00000157,false,Rx,0,7,D5,06,09,C4,00,00,00,00,
14371520,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14371529,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,88,4E,
14371795,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14373388,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14373451,00000436,false,Rx,0,6,00,2F,08,B1,FF,DC,00,00,
14374229,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14376462,00000424,false,Rx,0,8,11,40,02,10,3D,64,AA,3E,
14376498,00000425,false,Rx,0,8,11,BB,44,9C,42,1A,CD,0C,
14376762,000004AF,false,Rx,0,5,65,3B,4B,3A,40,00,00,00,
14378270,00000157,false,Rx,0,7,D5,56,09,C4,00,00,00,00,
14378355,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14381438,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14381500,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,88,4E,
14381763,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14383352,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14384468,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14387448,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14389171,00000157,false,Rx,0,7,D5,A6,09,C4,00,00,00,00,
14391553,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14391632,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,88,4E,
14391937,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14393493,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14394374,000004F7,false,Rx,0,8,00,1F,08,00,B0,48,06,F0,
14394463,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14394875,00000428,false,Rx,0,8,00,00,00,7F,00,00,00,00,
14394883,0000042F,false,Rx,0,2,00,20,00,00,00,00,00,00,
14396285,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14398336,00000157,false,Rx,0,7,D5,F6,09,C4,00,00,00,00,
14401646,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14401654,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,88,4E,
14401878,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14402210,00000422,false,Rx,0,8,00,00,3B,4F,00,A8,01,3B,
14402261,0000042C,false,Rx,0,5,00,00,3F,40,DB,00,00,00,
14402665,00000511,false,Rx,0,7,04,33,73,5B,A1,6D,4A,00,
14403497,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14404472,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14408180,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14409008,00000157,false,Rx,0,7,D5,46,09,C4,00,00,00,00,
14411513,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14411522,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,88,4E,
14411783,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14413420,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14414248,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14417193,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14418222,00000157,false,Rx,0,7,D5,96,09,C4,00,00,00,00,
14421531,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14421539,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,88,4E,
14421761,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14423418,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14424493,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14425868,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14429251,00000157,false,Rx,0,7,D5,E6,09,C4,00,00,00,00,
14431453,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14431536,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,88,4E,
14431818,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14433494,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14434497,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14437999,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14438211,00000157,false,Rx,0,7,D5,36,09,C4,00,00,00,00,
14438647,00000423,false,Rx,0,8,07,1E,FF,FD,B2,A0,B2,C1,
14441465,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14441640,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,88,4E,
14441997,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14443457,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14444496,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14446823,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14449191,00000157,false,Rx,0,7,D5,86,09,C4,00,00,00,00,
14451430,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14451690,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,88,4E,
14451820,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14453513,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14453522,00000435,false,Rx,0,4,FF,FF,1E,00,00,00,00,00,
14454254,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14455658,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14458193,00000157,false,Rx,0,7,D5,D6,09,C4,00,00,00,00,
14461324,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14461529,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,88,4E,
14461723,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14463273,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14463502,00000426,false,Rx,0,8,00,10,02,01,04,16,00,40,
14464288,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14467523,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14468996,00000157,false,Rx,0,7,D5,26,09,C4,00,00,00,00,
14471302,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14471557,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,88,4E,
14471735,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14473297,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14473501,00000436,false,Rx,0,6,00,2F,08,B1,FF,DC,00,00,
14474278,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14476453,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14477422,00000424,false,Rx,0,8,11,40,02,10,3D,64,55,3E,
14477648,00000425,false,Rx,0,8,11,BB,44,9C,42,1A,CD,0C,
14477825,000004AF,false,Rx,0,5,65,3B,4B,3A,40,00,00,00,
14478153,00000157,false,Rx,0,7,D5,76,09,C4,00,00,00,00,
14481421,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14481648,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,88,4E,
14481849,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14483248,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14484243,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14485352,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14488952,00000157,false,Rx,0,7,D5,C6,09,C4,00,00,00,00,
14491422,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14491648,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,88,4E,
14491850,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14493254,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14494353,000004F7,false,Rx,0,8,00,1F,08,00,B0,48,06,F0,
14494491,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14494780,00000428,false,Rx,0,8,00,00,00,7F,00,00,00,00,
14494966,0000042F,false,Rx,0,2,00,20,00,00,00,00,00,00,
14497246,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14498203,00000157,false,Rx,0,7,D5,16,09,C4,00,00,00,00,
14501256,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14501482,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,88,4E,
14501676,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14501923,00000422,false,Rx,0,8,00,00,3B,4F,00,A8,01,3B,
14502119,0000042C,false,Rx,0,5,00,00,3F,40,DB,00,00,00,
14502353,00000511,false,Rx,0,7,04,72,3C,14,0C,7A,2D,00,
14503253,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14504230,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14506130,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14509004,00000157,false,Rx,0,7,D5,66,09,C4,00,00,00,00,
14511254,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14511479,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,88,4E,
14511676,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14513210,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14514238,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14515056,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14518131,00000157,false,Rx,0,7,D5,B6,09,C4,00,00,00,00,
14521353,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14521607,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,88,4E,
14521782,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14523254,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14524255,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14526940,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14528953,00000157,false,Rx,0,7,D5,06,09,C4,00,00,00,00,
14531353,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14531604,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,88,4E,
14531807,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14533203,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14534228,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14535847,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14538072,00000157,false,Rx,0,7,D5,56,09,C4,00,00,00,00,
14538350,00000423,false,Rx,0,8,07,1E,FF,FD,B2,A0,B2,C1,
14541256,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14541502,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,88,4E,
14541734,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14543236,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14544289,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14544810,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14548936,00000157,false,Rx,0,7,D5,A6,09,C4,00,00,00,00,
14551261,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14551512,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,88,4E,
14551712,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14553286,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14553461,00000435,false,Rx,0,4,FF,FF,1E,00,00,00,00,00,
14554283,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14556660,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14558130,00000157,false,Rx,0,7,D5,F6,09,C4,00,00,00,00,
14561232,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14561479,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,88,4E,
14561678,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14563232,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14563454,00000426,false,Rx,0,8,00,10,02,01,04,16,00,40,
14564254,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14565581,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14569053,00000157,false,Rx,0,7,D5,46,09,C4,00,00,00,00,
14571404,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14571656,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,88,4E,
14571861,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14573255,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14573453,00000436,false,Rx,0,6,00,2F,08,B1,FF,DC,00,00,
14574305,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14574535,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14575529,00000424,false,Rx,0,8,11,40,02,10,3D,64,AA,3E,
14575755,00000425,false,Rx,0,8,11,BB,44,9C,42,1A,CD,0C,
14575945,000004AF,false,Rx,0,5,65,3B,4B,3A,40,00,00,00,
14578122,00000157,false,Rx,0,7,D5,96,09,C4,00,00,00,00,
14581621,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14581628,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,88,4E,
14581819,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14583426,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14584441,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14586460,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14589191,00000157,false,Rx,0,7,D5,E6,09,C4,00,00,00,00,
14591272,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14591492,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,88,4E,
14591710,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14593263,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14594386,000004F7,false,Rx,0,8,00,1F,08,00,B0,48,06,F0,
14594507,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14594787,00000428,false,Rx,0,8,00,00,00,7F,00,00,00,00,
14594985,0000042F,false,Rx,0,2,00,20,00,00,00,00,00,00,
14595395,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14598203,00000157,false,Rx,0,7,D5,36,09,C4,00,00,00,00,
14601278,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14601528,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,88,4E,
14601672,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14601922,00000422,false,Rx,0,8,00,00,3B,4F,00,A8,01,3B,
14602113,0000042C,false,Rx,0,5,00,00,3F,40,DB,00,00,00,
14602429,00000511,false,Rx,0,7,04,B1,05,CD,77,87,10,00,
14603420,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14604275,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14604381,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14609204,00000157,false,Rx,0,7,D5,86,09,C4,00,00,00,00,
14611538,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14611581,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,88,4E,
14611857,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14613395,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14613404,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14614340,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14618374,00000157,false,Rx,0,7,D5,D6,09,C4,00,00,00,00,
14621516,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14621571,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,88,4E,
14621837,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14623311,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14624411,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14625136,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14629067,00000157,false,Rx,0,7,D5,26,09,C4,00,00,00,00,
14631489,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14631497,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,88,4E,
14631733,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14633496,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14634126,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14634278,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14638334,00000157,false,Rx,0,7,D5,76,09,C4,00,00,00,00,
14638352,00000423,false,Rx,0,8,07,1E,FF,FD,B2,A0,B2,C1,
14641498,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14641507,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,88,4E,
14641768,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14643120,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14643176,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14644521,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14649078,00000157,false,Rx,0,7,D5,C6,09,C4,00,00,00,00,
14651281,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14651566,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,88,4E,
14651735,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14653439,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14653448,00000435,false,Rx,0,4,FF,FF,1E,00,00,00,00,00,
14654361,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14654919,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14658338,00000157,false,Rx,0,7,D5,16,09,C4,00,00,00,00,
14661574,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14661583,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,88,4E,
14661848,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14663495,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14663504,00000426,false,Rx,0,8,00,10,02,01,04,16,00,40,
14663784,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14664547,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14669036,00000157,false,Rx,0,7,D5,66,09,C4,00,00,00,00,
14671568,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14671613,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,88,4E,
14671866,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14672843,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14673436,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14673445,00000436,false,Rx,0,6,00,2F,08,B1,FF,DC,00,00,
14673790,00000424,false,Rx,0,8,11,40,02,10,3D,64,55,3E,
14673902,00000425,false,Rx,0,8,11,BB,44,9C,42,1A,CD,0C,
14674239,000004AF,false,Rx,0,5,65,3B,4B,3A,40,00,00,00,
14674310,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14678328,00000157,false,Rx,0,7,D5,B6,09,C4,00,00,00,00,
14681441,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14681458,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,88,4E,
14681733,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14683445,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14684547,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14684557,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14689148,00000157,false,Rx,0,7,D5,06,09,C4,00,00,00,00,
14691463,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14691470,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,88,4E,
14691707,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14692721,0000069F,false,Rx,0,4,88,73,00,2F,00,00,00,00,
14693521,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14693529,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14694431,000004F7,false,Rx,0,8,00,1F,08,00,B0,48,06,F0,
14694535,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14694956,00000428,false,Rx,0,8,00,00,00,7F,00,00,00,00,
14694964,0000042F,false,Rx,0,2,00,20,00,00,00,00,00,00,
14698241,00000157,false,Rx,0,7,D5,56,09,C4,00,00,00,00,
14701627,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14701636,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,88,4E,
14701794,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14702203,00000422,false,Rx,0,8,00,00,3B,4F,00,A8,01,3B,
14702211,0000042C,false,Rx,0,5,00,00,3F,40,DB,00,00,00,
14702504,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14702683,00000511,false,Rx,0,7,04,F0,CE,86,E2,94,F3,00,
14703497,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14704547,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14708930,00000157,false,Rx,0,7,D5,A6,09,C4,00,00,00,00,
14711371,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14711595,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,88,4E,
14711796,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14713194,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14714192,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14714366,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14718143,00000157,false,Rx,0,7,D5,F6,09,C4,00,00,00,00,
14721219,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14721467,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,88,4E,
14721669,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14723118,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14723367,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14724295,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14728893,00000157,false,Rx,0,7,D5,46,09,C4,00,00,00,00,
14731219,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14731467,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,88,4E,
14731669,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14732022,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14733193,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14734317,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14738193,00000157,false,Rx,0,7,D5,96,09,C4,00,00,00,00,
14738442,00000423,false,Rx,0,8,07,1E,FF,FD,B2,A0,B2,C1,
14741368,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14741595,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,88,4E,
14741771,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14743193,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14743917,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14744367,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14748893,00000157,false,Rx,0,7,D5,E6,09,C4,00,00,00,00,
14751367,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14751595,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,88,4E,
14751771,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14752832,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14753205,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14753383,00000435,false,Rx,0,4,FF,FF,1E,00,00,00,00,00,
14754305,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14758189,00000157,false,Rx,0,7,D5,36,09,C4,00,00,00,00,
14761247,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14761454,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,88,4E,
14761671,000001A1,false,Rx,0,6,00,05,8A,26,00,00,00,00,
14761873,00000155,false,Rx,0,8,03,87,CE,54,9C,40,02,C3,
14763203,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14763450,00000426,false,Rx,0,8,00,10,02,01,04,16,00,40,
14764323,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
14769080,00000157,false,Rx,0,7,D5,86,09,C4,00,00,00,00,
14771214,00000196,false,Rx,0,8,00,64,02,FF,A0,FF,2B,00,
14771455,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,88,4E,
14771652,000001A1,false,Rx,0,6,00,05,88,26,00,00,00,00,
14771875,00000424,false,Rx,0,8,11,40,02,10,3D,64,AA,3E,
14772097,00000425,false,Rx,0,8,11,BB,44,9C,42,1A,CD,0C,
14772293,000004AF,false,Rx,0,5,65,3B,4B,3A,40,00,00,00,
14773228,00000156,false,Rx,0,6,FF,FF,FF,05,FF,40,00,00,
14773427,00000436,false,Rx,0,6,00,2F,08,B1,FF,DC,00,00,
