Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
3917706,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CB,
3917957,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
3918177,00000425,false,Rx,0,8,0A,D2,44,9C,3E,22,FD,10,
3918610,000001A1,false,Rx,0,8,B2,8B,3E,34,99,0C,80,20,
3918832,00000157,false,Rx,0,8,D5,37,09,C4,FF,E0,BE,80,
3919001,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
3923606,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,90,FE,
3927725,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
3928600,000001A1,false,Rx,0,8,B2,8B,48,34,99,0C,80,20,
3928819,00000157,false,Rx,0,8,D5,87,09,C4,FF,E0,BE,80,
3928993,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
3933606,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,90,FE,
3937713,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CB,
3938585,000001A1,false,Rx,0,8,B2,8B,7E,34,99,0C,80,20,
3938825,00000157,false,Rx,0,8,D5,D7,09,C4,FF,E0,BE,80,
3938995,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
3943610,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,90,FE,
3943869,00000419,false,Rx,0,6,5E,08,2A,E6,7E,00,00,00,
3944095,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
3947777,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CA,
3948649,000001A1,false,Rx,0,8,B2,8B,BC,34,99,0C,80,20,
3948872,00000157,false,Rx,0,8,D5,27,09,C4,FF,E0,BE,80,
3948992,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
3950424,0000069F,false,Rx,0,4,71,30,28,2F,00,00,00,00,
3953399,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
3953650,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,90,FE,
3957822,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
3958607,000001A1,false,Rx,0,8,B2,8B,38,34,29,0C,80,20,
3958821,00000157,false,Rx,0,8,D5,77,09,C4,FF,E0,BE,80,
3958996,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
3963565,00000423,false,Rx,0,8,07,1D,00,02,B2,20,B2,D8,
3963803,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,90,FE,
3964046,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
3967758,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CA,
3968604,000001A1,false,Rx,0,8,B2,8B,26,34,69,0C,80,20,
3968824,00000157,false,Rx,0,8,D5,C7,09,C4,FF,E0,BE,80,
3968995,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
3969218,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
3973604,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,90,FE,
3977772,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
3978596,000001A1,false,Rx,0,8,B2,8B,1E,34,59,0C,80,20,
3978821,00000157,false,Rx,0,8,D5,17,09,C4,FF,E0,BE,80,
3978988,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
3983580,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
3983821,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,90,FE,
3987748,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
3988567,000001A1,false,Rx,0,8,B2,8B,42,34,A9,0C,80,20,
3988813,00000157,false,Rx,0,8,D5,67,09,C4,FF,E0,BE,80,
3988984,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
3989183,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
3993592,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,90,FE,
3993863,00000511,false,Rx,0,7,04,80,9F,D6,07,E1,28,00,
3994011,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
3997720,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
3998568,000001A1,false,Rx,0,8,B2,CB,3C,34,B9,0C,80,20,
3998813,00000157,false,Rx,0,8,D5,B7,09,C4,FF,E0,BE,80,
3998989,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4003601,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,90,FE,
4007695,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4008568,000001A1,false,Rx,0,8,B2,CB,3C,34,99,0C,80,20,
4008815,00000157,false,Rx,0,8,D5,07,09,C4,FF,E0,BE,80,
4008989,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4013631,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,90,FE,
4017728,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4017976,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
4018191,00000425,false,Rx,0,8,0A,D2,44,9C,3E,22,FD,10,
4018621,000001A1,false,Rx,0,8,B2,CB,3E,34,99,0C,80,20,
4018844,00000157,false,Rx,0,8,D5,57,09,C4,FF,E0,BE,80,
4018999,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4023600,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,90,FE,
4027721,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4028567,000001A1,false,Rx,0,8,B2,CB,38,34,B9,0C,80,20,
4028809,00000157,false,Rx,0,8,D5,A7,09,C4,FF,E0,BE,80,
4028982,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4033622,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,90,FE,
4037692,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4038562,000001A1,false,Rx,0,8,B2,8B,34,34,99,0C,80,20,
4038808,00000157,false,Rx,0,8,D5,F7,09,C4,FF,E0,BE,80,
4038980,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4043589,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,90,FE,
4043856,00000419,false,Rx,0,6,5E,09,2A,E6,7E,00,00,00,
4044079,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
4047686,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4048588,000001A1,false,Rx,0,8,B2,CB,3E,34,99,0C,80,20,
4048807,00000157,false,Rx,0,8,D5,47,09,C4,FF,E0,BE,80,
4048978,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4053336,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
4053584,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,90,FE,
4057761,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4058558,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
4058805,00000157,false,Rx,0,8,D5,97,09,C4,FF,E0,BE,80,
4058976,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4063566,00000423,false,Rx,0,8,07,1D,00,02,B2,20,B2,D8,
4063810,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,90,FE,
4064054,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
4067760,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4068558,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
4068804,00000157,false,Rx,0,8,D5,E7,09,C4,FF,E0,BE,80,
4068991,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4069205,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
4073583,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,90,FE,
4077760,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4078556,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
4078804,00000157,false,Rx,0,8,D5,37,09,C4,FF,E0,BE,80,
4078952,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4083590,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,90,FE,
4083809,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
4087760,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4088560,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
4088805,00000157,false,Rx,0,8,D5,87,09,C4,FF,E0,BE,80,
4088952,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4089173,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
4093583,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,90,FE,
4093854,00000511,false,Rx,0,7,04,BF,68,8F,72,EE,0B,00,
4093976,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
4097737,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CB,
4098582,000001A1,false,Rx,0,8,B2,8B,7C,34,99,0C,80,20,
4098804,00000157,false,Rx,0,8,D5,D7,09,C4,FF,E0,BE,80,
4098980,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4103600,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,90,FE,
4107719,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4108591,000001A1,false,Rx,0,8,B2,8B,B2,34,69,0C,80,20,
4108839,00000157,false,Rx,0,8,D5,27,09,C4,FF,E0,BE,80,
4109010,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4113584,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,90,FE,
4117688,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4117927,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
4118149,00000425,false,Rx,0,8,0A,D2,44,9C,3E,22,FD,10,
4118555,000001A1,false,Rx,0,8,B2,8B,52,34,99,0C,80,20,
4118801,00000157,false,Rx,0,8,D5,77,09,C4,FF,E0,BE,80,
4118974,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4123580,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,90,FE,
4127685,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,C9,
4128580,000001A1,false,Rx,0,8,B2,8B,34,34,59,0C,80,20,
4128801,00000157,false,Rx,0,8,D5,C7,09,C4,FF,E0,BE,80,
4128973,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4133579,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,90,FE,
4137678,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4138553,000001A1,false,Rx,0,8,B2,8B,2C,34,69,0C,80,20,
4138799,00000157,false,Rx,0,8,D5,17,09,C4,FF,E0,BE,80,
4138997,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4143619,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,90,FE,
4143888,00000419,false,Rx,0,6,5E,09,2A,E6,7E,00,00,00,
4144109,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
4147716,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4148588,000001A1,false,Rx,0,8,B2,8B,54,34,59,0C,80,20,
4148835,00000157,false,Rx,0,8,D5,67,09,C4,FF,E0,BE,80,
4149033,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4153284,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
4153599,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,90,FE,
4157787,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4158589,000001A1,false,Rx,0,8,B2,CB,3C,34,99,0C,80,20,
4158819,00000157,false,Rx,0,8,D5,B7,09,C4,FF,E0,BE,80,
4159033,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4163581,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,90,FE,
4163802,00000423,false,Rx,0,8,07,1D,00,02,B2,20,B2,D9,
4164074,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
4167733,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4168556,000001A1,false,Rx,0,8,B2,8B,3E,34,99,0C,80,20,
4168800,00000157,false,Rx,0,8,D5,07,09,C4,FF,E0,BE,80,
4169045,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
4169217,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4173611,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,90,FE,
4177753,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4178586,000001A1,false,Rx,0,8,B2,CB,3C,34,99,0C,80,20,
4178832,00000157,false,Rx,0,8,D5,57,09,C4,FF,E0,BE,80,
4179031,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4183610,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,90,FE,
4183833,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
4187759,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4188586,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
4188832,00000157,false,Rx,0,8,D5,A7,09,C4,FF,E0,BE,80,
4189027,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
4189200,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4193611,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,90,FE,
4193882,00000511,false,Rx,0,7,04,FE,31,48,DD,FB,EE,00,
4193972,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
4197711,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4198583,000001A1,false,Rx,0,8,B2,8B,38,34,99,0C,80,20,
4198830,00000157,false,Rx,0,8,D5,F7,09,C4,FF,E0,BE,80,
4199053,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4203575,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,90,FE,
4207708,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4208585,000001A1,false,Rx,0,8,B2,8B,3C,34,B9,0C,80,20,
4208829,00000157,false,Rx,0,8,D5,47,09,C4,FF,E0,BE,80,
4209055,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4213607,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,90,FE,
4217706,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4217929,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
4218175,00000425,false,Rx,0,8,0A,D2,44,9C,3E,22,FD,10,
4218581,000001A1,false,Rx,0,8,B2,8B,34,34,99,0C,80,20,
4218830,00000157,false,Rx,0,8,D5,97,09,C4,FF,E0,BE,80,
4219051,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4223576,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,90,FE,
4227706,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CA,
4228580,000001A1,false,Rx,0,8,B2,CB,3C,34,99,0C,80,20,
4228805,00000157,false,Rx,0,8,D5,E7,09,C4,FF,E0,BE,80,
4229050,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4233606,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,90,FE,
4237705,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4238583,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
4238802,00000157,false,Rx,0,8,D5,37,09,C4,FF,E0,BE,80,
4239076,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4243611,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,90,FE,
4243851,00000419,false,Rx,0,6,5E,09,2A,E6,7E,00,00,00,
4244124,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
4247707,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4248579,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
4248826,00000157,false,Rx,0,8,D5,87,09,C4,FF,E0,BE,80,
4249073,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4253304,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
4253579,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,90,FE,
4257731,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CB,
4258578,000001A1,false,Rx,0,8,B2,8B,6E,34,99,0C,80,20,
4258800,00000157,false,Rx,0,8,D5,D7,09,C4,FF,E0,BE,80,
4259072,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4263537,00000423,false,Rx,0,8,07,1D,00,02,B2,20,B2,D8,
4263770,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,90,FE,
4264116,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
4267745,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CA,
4268545,000001A1,false,Rx,0,8,B2,4B,8E,34,99,0C,80,20,
4268767,00000157,false,Rx,0,8,D5,27,09,C4,FF,E0,BE,80,
4269014,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
4269188,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4273575,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,90,FE,
4277696,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CA,
4278544,000001A1,false,Rx,0,8,B2,8B,50,34,69,0C,80,20,
4278765,00000157,false,Rx,0,8,D5,77,09,C4,FF,E0,BE,80,
4279061,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4283547,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
4283765,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,90,FE,
4287744,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4288543,000001A1,false,Rx,0,8,B2,8B,2C,34,39,0C,80,20,
4288766,00000157,false,Rx,0,8,D5,C7,09,C4,FF,E0,BE,80,
4288986,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
4289157,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4293568,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,90,FE,
4293837,00000511,false,Rx,0,7,04,3D,FA,01,48,08,D1,00,
4294015,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
4297690,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,C9,
4298539,000001A1,false,Rx,0,8,B2,8B,2C,34,49,0C,80,20,
4298761,00000157,false,Rx,0,8,D5,17,09,C4,FF,E0,BE,80,
4299058,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4303568,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,90,FE,
4307668,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CA,
4308541,000001A1,false,Rx,0,8,B2,8B,2C,34,59,0C,80,20,
4308761,00000157,false,Rx,0,8,D5,67,09,C4,FF,E0,BE,80,
4309058,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4313542,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,90,FE,
4317665,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4317883,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
4318130,00000425,false,Rx,0,8,0A,D2,44,9C,3E,22,FD,10,
4318536,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
4318758,00000157,false,Rx,0,8,D5,B7,09,C4,FF,E0,BE,80,
4319080,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4323575,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,90,FE,
4327669,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4328541,000001A1,false,Rx,0,8,B2,CB,3C,34,A9,0C,80,20,
4328763,00000157,false,Rx,0,8,D5,07,09,C4,FF,E0,BE,80,
4329085,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4333569,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,90,FE,
4337693,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4338564,000001A1,false,Rx,0,8,B2,CB,3C,34,99,0C,80,20,
4338786,00000157,false,Rx,0,8,D5,57,09,C4,FF,E0,BE,80,
4339108,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4343562,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,90,FE,
4343811,00000419,false,Rx,0,6,5E,09,2A,E6,7E,00,00,00,
4344152,000004F7,false,Rx,0,8,00,3C,0C,23,28,B8,06,F0,
4347687,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4348565,000001A1,false,Rx,0,8,B2,8B,38,34,99,0C,80,20,
4348787,00000157,false,Rx,0,8,D5,A7,09,C4,FF,E0,BE,80,
4349110,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4353286,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
4353560,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,90,FE,
4357767,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CA,
4358559,000001A1,false,Rx,0,8,B2,8B,3E,34,99,0C,80,20,
4358812,00000157,false,Rx,0,8,D5,F7,09,C4,FF,E0,BE,80,
4359110,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4363635,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,90,FE,
4363812,00000423,false,Rx,0,8,07,1D,00,02,5D,20,5D,D8,
4364212,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
4367713,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4368562,000001A1,false,Rx,0,8,B2,8B,34,34,B9,0C,80,20,
4368786,00000157,false,Rx,0,8,D5,47,09,C4,FF,E0,BE,80,
4369030,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
4369202,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4373567,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,90,FE,
4377735,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CB,
4378563,000001A1,false,Rx,0,8,B2,CB,3E,34,99,0C,80,20,
4378785,00000157,false,Rx,0,8,D5,97,09,C4,FF,E0,BE,80,
4379123,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4383608,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
4383842,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,90,FE,
4387738,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4388545,000001A1,false,Rx,0,8,B2,8B,38,34,A9,0C,80,20,
4388811,00000157,false,Rx,0,8,D5,E7,09,C4,FF,E0,BE,80,
4389006,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
4389179,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4393614,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,90,FE,
4393818,00000511,false,Rx,0,7,04,7C,C3,BA,B3,15,B4,00,
4394097,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
4397669,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4398542,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
4398760,00000157,false,Rx,0,8,D5,37,09,C4,FF,E0,BE,80,
4399104,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4403567,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,90,FE,
4407670,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4408553,000001A1,false,Rx,0,8,B2,8B,46,34,99,0C,80,20,
4408809,00000157,false,Rx,0,8,D5,87,09,C4,FF,E0,BE,80,
4409179,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4413543,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,90,FE,
4417669,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CB,
4417888,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,55,40,
4418136,00000425,false,Rx,0,8,0A,D2,44,9C,3E,22,FD,10,
4418540,000001A1,false,Rx,0,8,B2,8B,5C,34,99,0C,80,20,
4418761,00000157,false,Rx,0,8,D5,D7,09,C4,FF,E0,BE,80,
4419134,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4423566,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,90,FE,
4427665,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4428541,000001A1,false,Rx,0,8,B2,8B,6E,34,99,0C,80,20,
4428763,00000157,false,Rx,0,8,D5,27,09,C4,FF,E0,BE,80,
4429133,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4433541,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,90,FE,
4437670,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CB,
4438540,000001A1,false,Rx,0,8,B2,8B,A6,34,59,0C,80,20,
4438760,00000157,false,Rx,0,8,D5,77,09,C4,FF,E0,BE,80,
4439130,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4443544,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,90,FE,
4443807,00000419,false,Rx,0,6,5E,09,2A,E6,7E,00,00,00,
4444206,000004F7,false,Rx,0,8,00,3C,0C,23,28,B8,06,F0,
4447664,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,CA,
4448534,000001A1,false,Rx,0,8,B2,8B,3E,34,99,0C,80,20,
4448762,00000157,false,Rx,0,8,D5,C7,09,C4,FF,E0,BE,80,
4449133,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4453291,00000445,false,Rx,0,7,80,55,55,65,04,82,00,00,
4453537,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,90,FE,
4457687,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CB,
4458539,000001A1,false,Rx,0,8,B2,8B,34,34,29,0C,80,20,
4458761,00000157,false,Rx,0,8,D5,17,09,C4,FF,E0,BE,80,
4459157,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4463561,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,90,FE,
4463786,00000423,false,Rx,0,8,07,1D,00,02,5D,20,5D,D9,
4464233,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
4467731,00000155,false,Rx,0,8,0A,87,F2,54,98,48,02,C9,
4468526,000001A1,false,Rx,0,8,B2,8B,0E,34,69,0C,80,20,
4468748,00000157,false,Rx,0,8,D5,67,09,C4,FF,E0,BE,80,
4468994,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
4469167,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4473527,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,90,FE,
4477680,00000155,false,Rx,0,8,0A,87,F1,54,98,48,02,CA,
4478525,000001A1,false,Rx,0,8,B2,8B,2C,34,59,0C,80,20,
4478746,00000157,false,Rx,0,8,D5,B7,09,C4,FF,E0,BE,80,
4479144,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
4483502,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
4483746,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,90,FE,
